number,leg,dartScore,bed,aimedat,sB4Dart,sAfDart,average
128,4,19,o19,t19,305,286,
129,4,19,o19,t19,286,267,
130,4,60,t20,t20,267,207,
131,4,20,i20,t20,207,187,
132,4,20,o20,t20,187,167,
133,4,5,i5,t20,167,162,
134,4,20,o20,t20,162,142,
135,4,20,o20,t20,142,122,
136,4,18,o18,t18,122,104,
137,4,18,o18,t18,104,86,
138,4,1,o1,t18,86,85,
139,4,15,o15,t15,85,70,
140,4,15,t5,t20,70,55,
141,4,2,o2,o15,55,53,
142,4,13,o13,o13,53,40,
143,4,40,d20,d20,40,0,
144,5,12,i12,t20,501,489,
145,5,3,t1,t20,489,486,
146,5,1,o1,t20,486,485,
147,5,1,i1,t20,485,484,
148,5,5,i5,t20,484,479,
149,5,60,t20,t20,479,419,
150,5,60,t20,t20,419,359,
151,5,20,i20,t20,359,339,
152,5,20,o20,t20,339,319,
153,5,20,i20,t20,319,299,
154,5,1,i1,t20,299,298,
155,5,20,o20,t20,298,278,
156,5,1,i1,t20,278,277,
157,5,5,i5,t20,277,272,
158,5,5,i5,t20,272,267,
159,5,5,i5,t20,267,262,
160,5,1,i1,t20,262,261,
161,5,5,i5,t20,261,256,
162,5,1,i1,t20,256,255,
163,5,5,i5,t20,255,250,
164,5,12,i12,t20,250,238,
165,5,20,o20,t20,238,218,
166,5,1,i1,t20,218,217,
167,5,20,i20,t20,217,197,
168,5,8,i8,t20,197,189,
169,5,60,t20,t20,189,129,
170,5,20,i20,t20,129,109,
171,5,60,t20,t20,109,49,
172,5,12,o12,o9,49,37,
173,5,bust,t20,t20,37,109,:)
174,5,20,i20,t20,109,89,
175,5,19,o19,t19,89,70,
176,5,10,o10,t10,70,60,
177,5,5,o5,o20,60,55,
178,5,2,o2,o15,55,53,
179,5,0,m13,o13,53,53,
180,5,6,o6,o13,53,47,
181,5,19,o19,o7,47,28,
182,5,9,o9,d14,28,19,
183,5,0,m3,o3,19,19,
184,5,bust,t17,o3,19,19,
185,5,bust,t19,o3,19,19,
186,5,17,o17,o3,19,2,
187,5,bust,o1,d1,2,19,
188,5,0,m3,o3,19,19,
189,5,0,m3,o3,19,19,
190,5,2,o2,o3,19,17,
191,5,1,o1,o1,17,16,
192,5,0,m8,d8,16,16,
193,5,0,m8,d8,16,16,
194,6,18,o18,t20,501,483,
195,6,3,t1,t20,483,480,
196,6,2,d1,t20,480,478,
197,6,11,i11,t20,478,467,
198,6,3,t1,t20,467,464,
199,6,1,o1,t20,464,463,
200,6,12,i12,t20,463,451,
201,6,20,i20,t20,451,431,
202,6,20,o20,t20,431,411,
203,6,20,i20,t20,411,391,
204,6,1,i1,t20,391,390,
205,6,1,o1,t20,390,389,
206,6,18,i18,t20,389,371,
207,6,20,i20,t20,371,351,
208,6,20,o20,t20,351,331,
209,6,1,o1,t20,331,330,
210,6,20,i20,t20,330,310,
211,6,12,o12,t20,310,298,
212,6,9,i9,t20,298,289,
213,6,1,o1,t20,289,288,
214,6,1,o1,t20,288,287,
215,6,5,i5,t20,287,282,
216,6,60,t20,t20,282,222,
217,6,12,o12,t20,222,210,
218,6,1,o1,t20,210,209,
219,6,5,i5,t20,209,204,
220,6,1,o1,t20,204,203,
221,6,5,i5,t20,203,198,
222,6,20,i20,t20,198,178,
223,6,20,i20,t20,178,158,
224,6,18,o18,t20,158,140,
225,6,1,o1,t20,140,139,
226,6,19,o19,t19,139,120,
227,6,9,i9,t20,120,111,
228,6,60,t20,t20,111,51,
229,6,14,d7,o19,51,37,
230,6,15,t5,o5,37,22,
231,6,0,m11,d11,22,22,
232,6,11,o11,d11,22,11,
233,6,3,o3,o3,11,8,
234,6,bust,o13,d4,8,11,
235,6,bust,o19,o3,11,11,
236,6,bust,i17,o3,11,11,
237,6,bust,o17,o3,11,11,
238,6,0,m3,o3,11,11,
239,6,0,m17,o3,11,11,
240,6,bust,o19,o3,11,11,
241,6,3,o3,o3,11,8,
242,6,0,m13,d4,8,8,
243,6,0,m4,d4,8,8,
244,6,0,m4,d4,8,8,
245,6,bust,t13,d4,8,8,
246,6,0,m4,d4,8,8,
247,6,6,o6,d4,8,2,
248,6,bust,o20,d1,2,8,
249,6,4,o4,d4,8,4,
250,6,0,m2,d2,4,4,
251,6,0,m2,d2,4,4,
252,6,0,m2,d2,4,4,
253,6,0,m2,d2,4,4,
254,6,0,m2,d2,4,4,
255,6,0,m2,d2,4,4,
256,6,0,m15,d2,4,4,
257,6,0,m2,d2,4,4,
258,6,bust,o17,d2,4,4,
259,6,2,o2,d2,4,2,
260,6,bust,o1,d1,2,4,
261,6,bust,o15,d2,4,4,
262,6,0,m2,d2,4,4,
263,6,0,m17,d2,4,4,
264,6,0,m2,d2,4,4,
265,6,0,m17,d2,4,4,
266,6,0,m2,d2,4,4,
267,6,bust,o15,d2,4,4,
268,7,12,o12,t20,501,489,
269,7,20,i20,t20,489,469,
270,7,5,i5,t20,469,464,
271,7,1,i1,t20,464,463,
272,7,1,i1,t20,463,462,
273,7,1,o1,t20,462,461,
274,7,15,t5,t20,461,446,
275,7,3,o3,t19,446,443,
276,7,19,o19,t19,443,424,
277,7,1,i1,t20,424,423,
278,7,20,i20,t20,423,403,
279,7,1,o1,t20,403,402,
280,7,20,o20,t20,402,382,
281,7,5,i5,t20,382,377,
282,7,3,o3,t19,377,374,
283,7,14,i14,t20,374,360,
284,7,5,i5,t20,360,355,
285,7,5,o5,t20,355,350,
286,7,15,t5,t20,350,335,
287,7,20,i20,t20,335,315,
288,7,1,o1,t20,315,314,
289,7,20,i20,t20,314,294,
290,7,60,t20,t20,294,234,
291,7,1,o1,t20,234,233,
292,7,3,o3,t19,233,230,
293,7,3,t1,t20,230,227,
294,7,20,o20,t20,227,207,
295,7,6,o6,t20,207,201,
296,7,20,o20,t20,201,181,
297,7,20,o20,t20,181,161,
298,7,12,i12,t20,161,149,
299,7,60,t20,t20,149,89,
300,7,3,i3,t19,89,86,
301,7,13,i13,t18,86,73,
302,7,3,i3,t19,73,70,
303,7,15,o15,t10,70,55,
304,7,45,t15,o15,55,10,
305,7,0,m5,d5,10,10,
306,7,0,m5,d5,10,10,
307,7,0,m5,d5,10,10,
308,7,5,o5,d5,10,5,
309,7,bust (intentional),i9,o14,5,10,
310,7,5,o5,d5,10,5,
311,7,3,o3,o3,5,2,
312,7,0,m1,d1,2,2,
313,8,20,o20,t20,501,481,
314,8,4,i4,t20,481,477,
315,8,20,o20,t20,477,457,
316,8,4,i4,t20,457,453,
317,8,20,i20,t20,453,433,
318,8,12,i12,t20,433,421,
319,8,1,i1,t20,421,420,
320,8,1,i1,t20,420,419,
321,8,1,o1,t20,419,418,
322,8,5,i5,t20,418,413,
323,8,12,o12,t20,413,401,
324,8,20,o20,t20,401,381,
325,8,20,i20,t20,381,361,
326,8,0,bounceout,t20,361,361,
327,8,20,o20,t20,361,341,
328,8,18,i18,t20,341,323,
329,8,3,t1,t20,323,320,
330,8,20,i20,t20,320,300,
331,8,20,o20,t20,300,280,
332,8,5,i5,t20,280,275,
333,8,20,i20,t20,275,255,
334,8,20,o20,t20,255,235,
335,8,4,i4,t20,235,231,
336,8,60,t20,t20,231,171,
337,8,5,i5,t20,171,166,
338,8,12,i12,t20,166,154,
339,8,5,o5,t20,154,149,
340,8,20,i20,t20,149,129,
341,8,3,t1,t20,129,126,
342,8,1,o1,t20,126,125,
343,8,3,i3,ibull,125,122,
344,8,19,i19,ibull,122,103,
345,8,9,t3,t19,103,94,
346,9,1,i1,t20,501,500,
347,9,20,i20,t20,500,480,
348,9,20,o20,t20,480,460,
349,9,60,t20,t20,460,400,
350,9,20,i20,t20,400,380,
351,9,20,o20,t20,380,360,
352,9,4,i4,t20,360,356,
353,9,1,i1,t20,356,355,
354,9,20,i20,t20,355,335,
355,9,54,t18,t20,335,281,
356,9,1,o1,t20,281,280,
357,9,20,i20,t20,280,260,
358,9,20,o20,t20,260,240,
359,9,1,i1,t20,240,239,
360,9,5,i5,t20,239,234,
361,9,18,i18,t20,234,216,
362,9,20,i20,t20,216,196,
363,9,15,t5,t20,196,181,
364,9,25,obull,t20,181,156,
365,9,20,i20,t20,156,136,
366,9,5,i5,t20,136,131,
367,9,17,o17,t17,131,114,
368,9,1,i1,t20,114,113,
369,9,6,d3,t19,113,107,
370,9,19,o19,t19,107,88,
371,9,16,i16,t16,88,72,
372,9,48,t16,t16,72,24,
373,9,0,m12,d12,24,24,
374,9,18,d9,d12,24,6,
375,9,0,m3,d3,6,6,
376,9,0,m3,d3,6,6,
377,9,0,m19,d3,6,6,
378,9,0,m3,d3,6,6,
379,9,bust,d19,d3,6,6,
380,9,0,m17,d3,6,6,
381,9,0,m3,d3,6,6,
382,9,6,d3,d3,6,0,
383,10,20,i20,t20,501,481,
384,10,1,i1,t20,481,480,
385,10,1,o1,t20,480,479,
386,10,20,i20,t20,479,459,
387,10,20,o20,t20,459,439,
388,10,15,t5,t20,439,424,
389,10,1,o1,t20,424,423,
390,10,1,o1,t20,423,422,
391,10,54,t18,t20,422,368,
392,10,8,i8,t20,368,360,
393,10,12,i12,t20,360,348,
394,10,18,o18,t20,348,330,
395,10,14,i14,t20,330,316,
396,10,60,t20,t20,316,256,
397,10,60,t20,t20,256,196,
398,10,1,i1,t20,196,195,
399,10,1,i1,t20,195,194,
400,10,20,o20,t20,194,174,
401,10,20,i20,t20,174,154,
402,10,9,i9,t20,154,145,
403,10,60,t20,t20,145,85,
404,10,2,o2,t15,85,83,
405,10,17,o17,t17,83,66,
406,10,6,i6,t10,66,60,
407,10,40,d20,o20,60,20,
408,10,0,m15,d10,20,20,
409,10,15,o15,d10,20,5,
410,10,bust,o17,o3,5,5,
