number,leg,dartScore,bed,aimedat,sB4Dart,sAfDart,average
174,11,20,i20,t20,82,62,
175,12,20,i20,t20,501,481,
176,12,20,o20,t20,481,461,
177,12,51,t17,t17,461,410,
178,12,20,i20,t20,410,390,
179,12,60,t20,t20,390,330,
180,12,20,o20,t20,330,310,
181,12,60,t20,t20,310,250,
182,12,60,t20,t20,250,190,
183,12,60,t20,t20,190,130,
184,12,20,i20,t20,130,110,
185,12,3,t1,t20,110,107,
186,12,19,o19,t19,107,88,
187,12,48,t16,t16,88,40,
188,12,0,m20,d20,40,40,
189,12,0,m20,d20,40,40,
190,12,20,o20,d20,40,20,
191,12,0,m10,d10,20,20,
192,12,0,m10,d10,20,20,
193,12,0,m10,d10,20,20,
194,12,20,d10,d10,20,0,
195,13,20,i20,t20,501,481,
196,13,60,t20,t20,481,421,
197,13,20,o20,t20,421,401,
198,13,20,i20,t20,401,381,
199,13,60,t20,t20,381,321,
200,13,60,t20,t20,321,261,
201,13,20,i20,t20,261,241,
202,13,20,o20,t20,241,241,
203,13,17,o17,t17,221,204,
204,13,20,o20,t20,204,184,
205,13,60,t20,t20,184,124,
206,13,20,o20,t20,124,104,
207,13,54,t18,t18,104,50,
208,13,18,o18,o18,50,32,
209,13,0,m16,d16,32,32,
210,13,32,d16,d16,32,0,
211,14,20,o20,t20,501,481,
212,14,60,t20,t20,481,421,
213,14,20,i20,t20,421,401,
214,14,20,o20,t20,401,381,
215,14,60,t20,t20,381,321,
216,14,17,o17,t17,321,304,
217,14,20,o20,t20,304,284,
218,14,20,i20,t20,284,264,
219,14,60,t20,t20,264,204,
220,14,60,t20,t20,204,144,
221,14,20,i20,t20,144,124,
222,14,5,i5,t20,124,119,
223,14,19,o19,t19,119,100,
224,14,20,o20,t20,100,80,
225,14,20,i20,t20,80,60,
226,14,20,o20,o20,60,40,
227,14,0,m20,d20,40,40,
228,14,20,o20,d20,40,20,
229,14,20,d10,d10,20,0,
230,15,20,o20,t20,501,481,
231,15,20,o20,t20,481,461,
232,15,51,t17,t17,461,410,
233,15,20,o20,t20,410,390,
234,15,20,i20,t20,390,370,
235,15,60,t20,t20,370,310,
236,15,20,i20,t20,310,290,
237,15,20,i20,t20,290,270,
238,15,1,i1,t20,270,269,
239,15,1,i1,t20,269,268,
240,15,20,o20,t20,268,248,
241,15,60,t20,t20,248,188,
242,16,20,o20,t20,501,481,
243,16,20,i20,t20,481,461,
244,16,17,i17,t17,461,444,
245,16,20,o20,t20,444,424,
246,16,20,o20,t20,424,404,
247,16,60,t20,t20,404,344,
248,16,20,i20,t20,344,324,
249,16,20,i20,t20,324,304,
250,16,20,i20,t20,304,284,
251,16,20,i20,t20,284,264,
252,16,20,o20,t20,264,244,
253,16,20,o20,t20,244,224,
254,16,20,o20,t20,224,204,
255,16,60,t20,t20,204,144,
256,16,20,o20,t20,144,124,
257,17,60,t20,t20,501,441,
258,17,60,t20,t20,441,381,
259,17,0,bounceout,t20,381,381,
260,17,20,i20,t20,381,361,
261,17,60,t20,t20,361,301,
262,17,20,i20,t20,301,281,
263,17,60,t20,t20,281,221,
264,17,20,i20,t20,221,201,
265,17,20,o20,t20,201,181,
266,17,60,t20,t20,181,121,
267,17,20,o20,t20,121,101,
268,17,60,t20,t20,101,41,
269,17,9,o9,o9,41,32,
270,17,16,o16,d16,32,16,
271,17,bust,d11,d8,16,41,
272,18,60,t20,t20,501,441,
273,18,20,o20,t20,441,421,
274,18,20,i20,t20,421,401,
275,18,20,i20,t20,401,381,
276,18,20,o20,t20,381,361,
277,18,20,i20,t20,361,341,
278,18,3,t1,t20,341,338,
279,18,20,o20,t20,338,318,
280,18,20,o20,t20,318,298,
281,18,20,i20,t20,298,278,
282,18,20,i20,t20,278,258,
283,18,20,o20,t20,258,238,
284,18,20,i20,t20,238,218,
285,18,20,i20,t20,218,198,
286,18,60,t20,t20,198,138,
287,18,20,i20,t20,138,118,
288,18,18,o18,t18,118,100,
289,18,20,i20,t20,100,80,
290,19,60,t20,t20,501,441,
291,19,20,i20,t20,441,421,
292,19,60,t20,t20,421,361,
293,19,20,i20,t20,361,341,
294,19,20,i20,t20,341,321,
295,19,60,t20,t20,321,261,
296,19,60,t20,t20,261,201,
297,19,20,o20,t20,201,181,
298,19,17,i17,t17,181,164,
299,19,20,o20,t20,164,144,
300,19,60,t20,t20,144,84,
301,19,5,i5,t20,84,79,
302,19,19,i19,t19,79,60,
303,19,20,o20,o20,60,40,
304,19,0,m20,d20,40,40,
305,19,40,d20,d20,40,0,
306,20,20,i20,t20,501,481,
307,20,20,o20,t20,481,461,
308,20,20,o20,t20,461,441,
309,20,20,i20,t20,441,421,
310,20,20,o20,t20,421,401,
311,20,20,o20,t20,401,381,
312,20,20,o20,t20,381,361,
313,20,21,t7,t19,361,340,
314,20,20,o20,t20,340,320,
315,20,20,i20,t20,320,300,
316,20,20,i20,t20,300,280,
317,20,1,i1,t20,280,279,
318,20,20,o20,t20,279,259,
319,20,19,o19,t19,259,240,
320,20,20,i20,t20,240,220,
321,21,20,i20,t20,501,481,
322,21,20,o20,t20,481,461,
323,21,20,o20,t20,461,441,
324,21,60,t20,t20,441,381,
325,21,60,t20,t20,381,321,
326,21,20,i20,t20,321,301,
327,21,5,i5,t20,301,296,
328,21,20,i20,t20,296,276,
329,21,20,o20,t20,276,256,
330,21,20,o20,t20,256,236,
331,21,0,bounceout,t20,236,236,
332,21,20,i20,t20,236,216,
333,22,20,i20,t20,501,481,
334,22,1,i1,t20,481,480,
335,22,20,o20,t20,480,460,
336,22,20,i20,t20,460,440,
337,22,60,t20,t20,440,380,
338,22,60,t20,t20,380,320,
339,22,20,i20,t20,320,300,
340,22,60,t20,t20,300,240,
341,22,60,t20,t20,240,180,
342,22,60,t20,t20,180,120,
343,22,20,i20,t20,120,100,
344,22,20,o20,t20,100,80,
345,23,20,i20,t20,501,481,
346,23,20,o20,t20,481,461,
347,23,20,i20,t20,461,441,
348,23,60,t20,t20,441,381,
349,23,60,t20,t20,381,321,
350,23,20,i20,t20,321,301,
351,23,20,i20,t20,301,281,
352,23,60,t20,t20,281,221,
353,23,51,t17,t17,221,170,
354,23,20,i20,t20,170,150,
355,23,20,i20,t20,150,130,
356,23,18,i18,t18,130,112,
357,23,60,t20,t20,112,52,
358,23,12,o12,o12,52,40,
359,23,0,m20,d20,40,40,
360,23,0,m20,d20,40,40,
361,23,0,m20,d20,40,40,
362,23,20,o20,d20,40,20,
363,24,20,i20,t20,501,481,
364,24,60,t20,t20,481,421,
365,24,60,t20,t20,421,361,
366,24,20,o20,t20,361,341,
367,24,20,o20,t20,341,321,
368,24,17,o17,t17,321,304,
369,24,20,i20,t20,304,284,
370,24,20,i20,t20,284,264,
371,24,60,t20,t20,264,204,
372,24,60,t20,t20,204,144,
373,24,60,t20,t20,144,84,
374,24,20,o20,t20,84,64,
